timestamp_utc,run,mechanism,scenario,operation,records,tamper_index,valid,detected,duration_ms,mean_append_ms,p95_append_ms,p99_append_ms,db_bytes,error_count,first_error
"2026-07-10T03:59:02.591646049Z",1,"M6_HASH_CHAIN_ED25519","CONTROL_CLEAN","append_batch",50,-1,true,false,0.000000,19.280741,18.189075,181.121358,32768,0,
"2026-07-10T03:59:02.880656756Z",1,"M6_HASH_CHAIN_ED25519","CONTROL_CLEAN","verify_chain",50,-1,true,false,288.834163,0.000000,0.000000,0.000000,32768,0,
"2026-07-10T03:59:03.153913386Z",1,"M6_HASH_CHAIN_ED25519","E1_EDIT_SALE_JSON","verify_chain",50,10,false,true,261.284442,0.000000,0.000000,0.000000,32768,1,"Hash mismatch at id 10"
"2026-07-10T03:59:03.927989198Z",2,"M6_HASH_CHAIN_ED25519","CONTROL_CLEAN","append_batch",50,-1,true,false,0.000000,15.397203,15.934230,23.189916,32768,0,
"2026-07-10T03:59:04.181895786Z",2,"M6_HASH_CHAIN_ED25519","CONTROL_CLEAN","verify_chain",50,-1,true,false,253.897921,0.000000,0.000000,0.000000,32768,0,
"2026-07-10T03:59:04.448860871Z",2,"M6_HASH_CHAIN_ED25519","E1_EDIT_SALE_JSON","verify_chain",50,10,false,true,255.761956,0.000000,0.000000,0.000000,32768,1,"Hash mismatch at id 10"
